type,distance_mean,distance_max,distance_min,surge_max,surge_mean,surge_min,api_calls
0,1.695714285714286,2.68,1.07,1.5,1.0714285714285714,1.0,14.0
0,1.5566666666666669,2.97,1.02,1.75,1.0833333333333333,1.0,9.0
0,1.9333333333333336,3.29,1.06,2.0,1.1666666666666667,1.0,12.0
0,1.7775,2.95,1.08,1.25,1.046875,1.0,16.0
0,1.778888888888889,3.0,1.11,1.25,1.0555555555555556,1.0,9.0
0,1.5033333333333334,3.0,1.04,2.0,1.1,1.0,15.0
0,1.658,3.02,1.06,2.0,1.175,1.0,10.0
0,1.6960000000000004,2.99,1.08,2.0,1.0666666666666669,1.0,15.0
0,1.63375,2.52,1.05,1.25,1.03125,1.0,8.0
0,1.62,3.02,1.07,1.0,1.0,1.0,6.0
0,1.4500000000000002,1.91,1.07,1.0,1.0,1.0,4.0
0,1.8542857142857143,2.99,1.06,2.0,1.0714285714285714,1.0,14.0
0,1.306,2.3,1.04,1.75,1.075,1.0,10.0
0,1.638888888888889,2.98,1.05,1.25,1.0277777777777777,1.0,9.0
0,2.107142857142857,3.05,1.32,1.0,1.0,1.0,7.0
0,1.656,3.03,1.07,2.0,1.0833333333333333,1.0,15.0
0,1.5,2.64,1.03,1.0,1.0,1.0,10.0
0,1.707,2.42,1.05,1.25,1.025,1.0,10.0
0,1.669375,2.32,1.06,1.75,1.078125,1.0,16.0
0,1.9725,3.02,1.07,1.25,1.0208333333333333,1.0,12.0
0,1.852,3.03,1.04,1.0,1.0,1.0,15.0
0,1.734615384615385,2.93,1.11,1.25,1.0192307692307692,1.0,13.0
0,1.6024999999999998,2.99,1.06,1.25,1.0208333333333333,1.0,12.0
0,2.0185714285714287,3.02,1.06,2.0,1.0714285714285714,1.0,14.0
0,1.8830769230769235,2.99,1.03,1.5,1.0576923076923077,1.0,13.0
0,1.873076923076923,2.99,1.03,1.25,1.0192307692307692,1.0,13.0
0,1.7618181818181815,2.59,1.2,2.0,1.1363636363636365,1.0,11.0
0,1.7633333333333334,2.67,1.34,2.0,1.1111111111111112,1.0,9.0
0,2.039090909090909,2.98,1.35,2.0,1.2272727272727273,1.0,11.0
0,1.99625,3.16,1.08,2.0,1.125,1.0,8.0
0,1.554545454545455,3.07,1.03,2.0,1.0909090909090908,1.0,11.0
0,2.032,3.0,1.33,2.0,1.175,1.0,10.0
0,1.646,2.3,1.04,1.75,1.05,1.0,15.0
0,1.840714285714285,4.31,1.06,1.0,1.0,1.0,14.0
0,1.7544444444444445,3.0,1.06,2.0,1.1388888888888888,1.0,9.0
0,1.4554545454545451,3.04,1.03,1.0,1.0,1.0,11.0
0,1.6154545454545457,2.36,1.06,1.5,1.1136363636363635,1.0,11.0
0,1.6472222222222224,3.16,1.05,1.25,1.0277777777777777,1.0,18.0
0,1.6922222222222223,3.01,1.05,1.75,1.1666666666666667,1.0,9.0
0,1.786,2.38,1.07,1.25,1.025,1.0,10.0
0,1.9163636363636365,3.13,1.01,1.25,1.0227272727272727,1.0,11.0
0,1.5025000000000002,2.33,1.04,2.0,1.1041666666666667,1.0,12.0
0,1.9741666666666664,4.37,1.05,2.0,1.1041666666666667,1.0,12.0
0,1.9425,2.99,1.07,2.0,1.125,1.0,8.0
0,1.7930769230769228,2.62,1.09,1.5,1.0384615384615383,1.0,13.0
0,1.42,1.56,1.06,1.5,1.1666666666666667,1.0,6.0
0,1.750909090909091,2.48,1.07,2.0,1.1136363636363635,1.0,11.0
0,1.6425,3.01,1.06,1.0,1.0,1.0,8.0
0,1.7508333333333337,2.64,1.06,1.25,1.0416666666666667,1.0,12.0
0,1.6520000000000004,3.01,1.05,1.25,1.025,1.0,10.0
0,1.632,2.39,1.03,1.5,1.25,1.0,5.0
0,2.151176470588235,3.14,1.08,1.75,1.0588235294117647,1.0,17.0
0,1.7442857142857144,2.65,1.35,2.0,1.1428571428571428,1.0,7.0
0,1.5975,2.99,1.07,2.0,1.1875,1.0,12.0
0,2.416,3.02,1.36,1.0,1.0,1.0,10.0
0,1.7958333333333334,2.69,1.06,2.0,1.0833333333333333,1.0,12.0
0,2.046,3.06,1.06,2.0,1.1333333333333333,1.0,15.0
0,1.9575,2.66,1.06,1.25,1.0625,1.0,8.0
0,1.565,2.32,1.03,1.0,1.0,1.0,8.0
0,1.8186666666666669,3.0,1.03,2.0,1.0666666666666669,1.0,15.0
0,1.7300000000000004,3.0,1.06,1.75,1.1875,1.0,12.0
0,1.4545454545454546,2.42,1.02,1.0,1.0,1.0,11.0
0,2.2325,3.03,1.02,2.0,1.125,1.0,8.0
0,1.698888888888889,2.95,1.06,1.25,1.0277777777777777,1.0,9.0
0,1.823125,3.15,1.06,1.75,1.109375,1.0,16.0
0,1.660909090909091,2.57,1.06,1.0,1.0,1.0,11.0
0,1.5022222222222223,3.03,1.07,2.0,1.1666666666666667,1.0,9.0
0,1.785,2.43,1.12,1.75,1.125,1.0,12.0
1,1.9485714285714284,2.37,1.29,1.5,1.1071428571428572,1.0,7.0
1,2.49,2.64,2.34,1.0,1.0,1.0,2.0
1,1.49,1.49,1.49,1.0,1.0,1.0,1.0
1,1.8528571428571428,2.39,1.36,1.5,1.0714285714285714,1.0,7.0
1,1.8229411764705885,2.52,1.34,1.25,1.0294117647058822,1.0,17.0
1,2.191538461538461,2.57,1.38,2.0,1.0769230769230769,1.0,13.0
1,1.8000000000000005,2.42,1.26,1.5,1.0714285714285714,1.0,7.0
1,2.1028571428571428,2.41,1.44,1.0,1.0,1.0,7.0
1,2.0723076923076924,2.52,1.24,1.25,1.0576923076923077,1.0,13.0
1,2.15,2.5,1.32,1.25,1.05,1.0,5.0
1,2.24375,2.45,1.37,1.0,1.0,1.0,8.0
1,2.1875,2.49,1.45,1.75,1.1875,1.0,4.0
1,2.03,2.51,1.3,1.0,1.0,1.0,10.0
1,1.8090909090909089,2.35,1.34,1.25,1.0227272727272727,1.0,11.0
1,1.943846153846154,2.49,1.32,1.25,1.0384615384615383,1.0,13.0
1,1.9811111111111115,2.49,1.3,1.25,1.0416666666666667,1.0,18.0
1,2.1936363636363634,2.52,1.45,1.5,1.0454545454545454,1.0,11.0
1,2.299090909090909,2.49,1.4,1.25,1.0113636363636365,1.0,22.0
1,2.0628571428571427,2.5,1.32,1.25,1.0089285714285714,1.0,28.0
1,2.1,2.5,1.37,1.5,1.05,1.0,10.0
1,2.001428571428572,2.5,1.35,2.0,1.1071428571428572,1.0,21.0
1,2.1485185185185185,2.56,1.31,2.0,1.0648148148148149,1.0,27.0
1,1.9782352941176475,2.52,1.34,1.75,1.0735294117647058,1.0,17.0
1,2.0781481481481485,2.51,1.32,1.25,1.0185185185185186,1.0,27.0
1,2.128275862068965,2.52,1.35,1.25,1.0172413793103448,1.0,29.0
1,2.081851851851852,2.53,1.31,1.25,1.0185185185185186,1.0,27.0
1,2.072142857142857,2.44,1.35,1.5,1.0357142857142858,1.0,14.0
1,2.1588,2.53,1.35,1.25,1.03,1.0,25.0
1,2.097368421052632,2.56,1.34,1.75,1.0526315789473684,1.0,19.0
1,1.99,2.54,1.34,1.25,1.0238095238095235,1.0,21.0
1,2.176666666666667,2.59,1.37,1.5,1.0416666666666667,1.0,18.0
1,1.9968421052631573,2.5,1.33,1.75,1.0789473684210529,1.0,19.0
1,2.0504,2.58,1.36,1.5,1.03,1.0,25.0
1,2.0675,2.52,1.27,1.25,1.03125,1.0,24.0
1,2.1900000000000004,2.5,1.42,1.25,1.0147058823529411,1.0,17.0
1,1.8976190476190475,2.49,1.32,1.5,1.0238095238095235,1.0,21.0
1,2.1792307692307697,2.51,1.46,1.25,1.0192307692307692,1.0,13.0
1,2.106666666666667,2.5,1.37,1.25,1.0138888888888888,1.0,18.0
1,2.069444444444444,2.48,1.33,1.5,1.0972222222222223,1.0,18.0
1,1.9319047619047616,2.56,1.34,1.75,1.0714285714285714,1.0,21.0
1,2.0942857142857143,2.51,1.36,1.25,1.0357142857142858,1.0,7.0
1,1.988947368421053,2.56,1.24,1.5,1.0394736842105263,1.0,19.0
1,2.005,2.52,1.32,1.25,1.0096153846153846,1.0,26.0
1,2.395,2.41,2.38,1.0,1.0,1.0,2.0
1,2.355,2.4,2.31,1.0,1.0,1.0,2.0
1,1.695,2.02,1.37,1.0,1.0,1.0,2.0
1,2.0931034482758624,2.5,1.26,2.0,1.0603448275862069,1.0,29.0
1,2.143636363636364,2.51,1.36,1.25,1.0227272727272727,1.0,33.0
1,2.0928571428571425,2.49,1.34,1.5,1.0357142857142858,1.0,21.0
1,2.076666666666666,2.52,1.26,1.75,1.0333333333333334,1.0,30.0
1,2.0237142857142856,2.51,1.3,1.75,1.1,1.0,35.0
1,1.915357142857143,2.53,1.32,1.75,1.0267857142857142,1.0,28.0
1,2.1567647058823534,2.52,1.34,1.25,1.0073529411764706,1.0,34.0
1,2.051111111111111,2.53,1.35,2.0,1.0555555555555556,1.0,18.0
1,2.039142857142857,2.55,1.32,1.5,1.0214285714285714,1.0,35.0
1,2.136333333333333,2.51,1.27,1.25,1.0166666666666666,1.0,30.0
1,2.0268421052631576,2.57,1.3,1.5,1.0394736842105263,1.0,19.0
1,2.305625,2.56,1.45,1.75,1.0625,1.0,16.0
1,2.042380952380952,2.54,1.25,1.5,1.0357142857142858,1.0,21.0
1,2.004375,2.51,1.32,1.5,1.03125,1.0,32.0
1,2.020967741935484,2.49,1.36,1.75,1.064516129032258,1.0,31.0
1,2.150909090909092,2.49,1.37,2.0,1.0984848484848484,1.0,33.0
1,2.217428571428571,2.55,1.34,1.75,1.05,1.0,35.0
1,2.1178787878787886,2.5,1.33,1.25,1.0075757575757576,1.0,33.0
1,1.875909090909091,2.52,1.26,2.0,1.0511363636363635,1.0,44.0
1,2.0441379310344825,2.5,1.27,2.0,1.043103448275862,1.0,29.0
1,1.49,1.49,1.49,1.0,1.0,1.0,1.0
1,2.1075000000000004,2.51,1.27,1.75,1.075,1.0,20.0
1,1.875,2.4,1.36,1.0,1.0,1.0,6.0
1,2.062857142857144,2.51,1.27,1.25,1.0238095238095235,1.0,21.0
1,1.98,2.51,1.31,1.0,1.0,1.0,11.0
1,2.061764705882353,2.53,1.23,1.0,1.0,1.0,17.0
1,1.582,2.3,1.31,2.0,1.2,1.0,5.0
1,1.982,2.51,1.35,1.5,1.0666666666666669,1.0,15.0
1,2.125384615384615,2.51,1.3,2.0,1.0961538461538465,1.0,13.0
1,2.173333333333334,2.46,1.37,1.0,1.0,1.0,9.0
1,2.2515384615384613,2.5,1.36,1.5,1.0384615384615383,1.0,13.0
1,1.7233333333333334,2.46,1.31,2.0,1.1666666666666667,1.0,6.0
1,2.017272727272728,2.46,1.26,1.25,1.0454545454545454,1.0,11.0
1,2.1727272727272724,2.51,1.26,1.0,1.0,1.0,11.0
1,1.995714285714285,2.53,1.38,1.0,1.0,1.0,7.0
1,1.6740000000000002,2.36,1.31,1.5,1.1,1.0,10.0
1,1.9633333333333327,2.56,1.3,1.75,1.0476190476190477,1.0,21.0
1,2.0483333333333333,2.51,1.34,1.75,1.0833333333333333,1.0,12.0
1,1.9340000000000004,2.49,1.37,1.5,1.05,1.0,10.0
1,1.8545454545454545,2.42,1.31,1.75,1.0909090909090908,1.0,11.0
1,1.9814285714285715,2.5,1.35,1.0,1.0,1.0,7.0
1,2.01,2.44,1.35,1.5,1.0555555555555556,1.0,9.0
1,1.8807142857142856,2.52,1.36,1.5,1.0535714285714286,1.0,14.0
1,2.096,2.45,1.37,1.0,1.0,1.0,10.0
1,1.8430769230769228,2.46,1.26,1.25,1.0192307692307692,1.0,13.0
1,1.8907142857142856,2.51,1.22,1.0,1.0,1.0,14.0
1,2.006666666666667,2.46,1.36,1.25,1.0208333333333333,1.0,12.0
1,2.3080000000000003,2.51,1.46,1.0,1.0,1.0,10.0
1,2.016,2.59,1.37,1.25,1.025,1.0,10.0
1,2.0425,2.52,1.33,1.25,1.0208333333333333,1.0,12.0
1,1.9723529411764704,2.49,1.22,1.0,1.0,1.0,17.0
1,1.8877777777777776,2.43,1.36,1.0,1.0,1.0,9.0
1,2.251428571428572,2.52,1.53,1.0,1.0,1.0,14.0
1,2.0,2.49,1.32,2.0,1.0961538461538465,1.0,13.0
1,2.0844444444444443,2.55,1.39,2.0,1.0555555555555556,1.0,18.0
1,2.068,2.48,1.25,1.0,1.0,1.0,10.0
1,2.01,2.33,1.34,1.0,1.0,1.0,11.0
1,1.9477777777777776,2.51,1.36,1.5,1.0555555555555556,1.0,9.0
1,1.905,2.41,1.32,1.25,1.0178571428571428,1.0,14.0
1,2.3366666666666664,2.57,1.7,1.5,1.0833333333333333,1.0,12.0
1,2.0535714285714284,2.52,1.26,1.75,1.0892857142857142,1.0,14.0
1,2.097142857142857,2.49,1.39,1.0,1.0,1.0,7.0
1,1.8715384615384607,2.52,1.22,1.75,1.1153846153846154,1.0,13.0
1,2.1952941176470584,2.5,1.34,1.0,1.0,1.0,17.0
1,1.8240000000000005,2.48,1.34,1.0,1.0,1.0,5.0
1,2.2258333333333336,2.52,1.39,1.25,1.0208333333333333,1.0,12.0
1,2.32,2.49,1.55,1.25,1.05,1.0,10.0
1,2.152941176470588,2.53,1.25,1.0,1.0,1.0,17.0
1,1.7737500000000002,2.36,1.3,1.0,1.0,1.0,8.0
1,1.9546153846153844,2.49,1.32,1.0,1.0,1.0,13.0
1,2.1125000000000003,2.39,1.29,1.5,1.0416666666666667,1.0,12.0
1,2.248,2.47,1.31,1.5,1.075,1.0,10.0
1,2.014,2.49,1.49,1.0,1.0,1.0,10.0
1,2.1064705882352937,2.49,1.33,1.0,1.0,1.0,17.0
1,2.054545454545455,2.44,1.24,1.5,1.068181818181818,1.0,11.0
1,1.9646666666666663,2.47,1.33,1.25,1.0833333333333333,1.0,15.0
1,1.971764705882353,2.53,1.36,2.0,1.088235294117647,1.0,17.0
1,2.177777777777778,2.53,1.34,1.0,1.0,1.0,9.0
1,2.03,2.59,1.35,1.5,1.0576923076923077,1.0,13.0
1,2.091428571428571,2.53,1.2,1.0,1.0,1.0,7.0
1,2.15,2.49,1.45,1.75,1.1029411764705883,1.0,17.0
1,2.015,2.48,1.37,1.0,1.0,1.0,10.0
1,1.985,2.46,1.35,2.0,1.125,1.0,10.0
1,2.155555555555556,2.55,1.34,1.25,1.0555555555555556,1.0,9.0
1,2.069230769230769,2.41,1.31,2.0,1.1346153846153846,1.0,13.0
1,2.064285714285714,2.36,1.34,1.5,1.25,1.0,7.0
1,2.0107142857142857,2.49,1.3,1.0,1.0,1.0,14.0
1,2.216153846153846,2.48,1.38,1.0,1.0,1.0,13.0
1,2.2350000000000003,2.42,1.46,2.0,1.125,1.0,8.0
1,2.031176470588236,2.5,1.37,1.25,1.0294117647058822,1.0,17.0
1,2.426,2.59,2.32,1.75,1.25,1.0,5.0
1,2.0222222222222226,2.46,1.3,1.0,1.0,1.0,9.0
1,2.1194117647058826,2.69,1.37,1.5,1.0294117647058822,1.0,17.0
1,2.15,2.5,1.37,1.25,1.03125,1.0,8.0
1,2.2153846153846155,2.52,1.51,1.0,1.0,1.0,13.0
1,2.191538461538461,2.49,1.35,1.5,1.0384615384615383,1.0,13.0
1,2.1750000000000003,2.52,1.34,1.0,1.0,1.0,14.0
1,1.9909090909090912,2.47,1.35,1.0,1.0,1.0,11.0
1,1.988,2.38,1.32,1.25,1.025,1.0,10.0
1,2.26,2.5,1.46,1.0,1.0,1.0,6.0
1,2.197692307692308,2.54,1.39,2.0,1.0769230769230769,1.0,13.0
1,2.053333333333333,2.51,1.37,1.5,1.0625,1.0,12.0
1,2.023846153846154,2.49,1.27,1.25,1.0384615384615383,1.0,13.0
1,2.221,2.45,1.52,1.75,1.075,1.0,10.0
1,2.285833333333333,2.5,1.38,1.75,1.0625,1.0,12.0
1,2.03625,2.47,1.31,1.25,1.03125,1.0,8.0
1,2.1255,2.5,1.34,1.5,1.05,1.0,20.0
1,1.7630000000000003,2.51,1.33,1.0,1.0,1.0,10.0
1,1.94,2.56,1.37,1.75,1.0833333333333333,1.0,9.0
1,1.8646153846153848,2.48,1.26,2.0,1.1153846153846154,1.0,13.0
1,2.08,2.51,1.32,1.0,1.0,1.0,13.0
1,2.085294117647059,2.51,1.32,1.75,1.0588235294117647,1.0,17.0
1,2.096,2.46,1.32,1.0,1.0,1.0,5.0
1,2.1453846153846152,2.53,1.29,1.0,1.0,1.0,13.0
1,2.061176470588236,2.5,1.35,1.25,1.0147058823529411,1.0,17.0
1,1.9809090909090907,2.5,1.36,1.5,1.0454545454545454,1.0,11.0
1,2.002777777777778,2.47,1.4,1.5,1.0277777777777777,1.0,18.0
1,2.1900000000000004,2.47,1.31,1.75,1.0714285714285714,1.0,14.0
1,1.9327272727272728,2.39,1.28,1.0,1.0,1.0,11.0
1,2.0091666666666668,2.51,1.46,1.5,1.0416666666666667,1.0,12.0
1,1.8675,2.45,1.32,1.5,1.0625,1.0,8.0
1,2.01625,2.51,1.34,1.0,1.0,1.0,8.0
1,2.031428571428572,2.49,1.33,1.0,1.0,1.0,7.0
1,2.1014285714285714,2.55,1.24,1.5,1.1071428571428572,1.0,7.0
1,2.125882352941177,2.52,1.35,1.75,1.0441176470588236,1.0,17.0
1,1.9486666666666668,2.5,1.32,1.5,1.0333333333333334,1.0,15.0
